id,q,r
6360,"""abc""","""def"""
6361,"""abc""","""def"""
6362,"""abc""","""def"""
6363,"""abc""","""def"""
6399,"""abc""","""def"""
6400,"""abc""","""def"""
6401,"""abc""","""def"""
6402,"""abc""","""def"""
6403,"""abc""","""def"""
6404,"""abc""","""def"""
6405,"""abc""","""def"""
6406,"""abc""","""def"""
6407,"""abc""","""def"""
6408,"""abc""","""def"""
6409,"""abc""","""def"""
6410,"""abc""","""def"""
6411,"""abc""","""def"""
6412,"""abc""","""def"""
6427,"""abc""","""def"""
6428,"""abc""","""def"""
6429,"""abc""","""def"""
6430,"""abc""","""def"""
6431,"""abc""","""def"""
6432,"""abc""","""def"""
6433,"""abc""","""def"""
6434,"""abc""","""def"""
6435,"""abc""","""def"""
6436,"""abc""","""def"""
6437,"""abc""","""def"""
6438,"""abc""","""def"""
6439,"""abc""","""def"""
6440,"""abc""","""def"""
6448,"""abc""","""def"""
6449,"""abc""","""def"""
6450,"""abc""","""def"""
6451,"""abc""","""def"""
6452,"""abc""","""def"""
6453,"""abc""","""def"""
6454,"""abc""","""def"""
6469,"""abc""","""def"""
6470,"""abc""","""def"""
6471,"""abc""","""def"""
6472,"""abc""","""def"""
6473,"""abc""","""def"""
6474,"""abc""","""def"""
6475,"""abc""","""def"""
6511,"""abc""","""def"""
6512,"""abc""","""def"""
6513,"""abc""","""def"""
6514,"""abc""","""def"""
6515,"""abc""","""def"""
6516,"""abc""","""def"""
6517,"""abc""","""def"""
6518,"""abc""","""def"""
6519,"""abc""","""def"""
6520,"""abc""","""def"""
6521,"""abc""","""def"""
6522,"""abc""","""def"""
6523,"""abc""","""def"""
6524,"""abc""","""def"""
6525,"""abc""","""def"""
6526,"""abc""","""def"""
6527,"""abc""","""def"""
6528,"""abc""","""def"""
6529,"""abc""","""def"""
6530,"""abc""","""def"""
6531,"""abc""","""def"""
6546,"""abc""","""def"""
6547,"""abc""","""def"""
6548,"""abc""","""def"""
6549,"""abc""","""def"""
6550,"""abc""","""def"""
6551,"""abc""","""def"""
6552,"""abc""","""def"""
6560,"""abc""","""def"""
6561,"""abc""","""def"""
6562,"""abc""","""def"""
6563,"""abc""","""def"""
6564,"""abc""","""def"""
6565,"""abc""","""def"""
6566,"""abc""","""def"""
6581,"""abc""","""def"""
6582,"""abc""","""def"""
6583,"""abc""","""def"""
6584,"""abc""","""def"""
6585,"""abc""","""def"""
6586,"""abc""","""def"""
6587,"""abc""","""def"""
6609,"""abc""","""def"""
6610,"""abc""","""def"""
6611,"""abc""","""def"""
6612,"""abc""","""def"""
6613,"""abc""","""def"""
6614,"""abc""","""def"""
6615,"""abc""","""def"""
6637,"""abc""","""def"""
6638,"""abc""","""def"""
6639,"""abc""","""def"""
6640,"""abc""","""def"""
6641,"""abc""","""def"""
6642,"""abc""","""def"""
6643,"""abc""","""def"""
6672,"""abc""","""def"""
6673,"""abc""","""def"""
6674,"""abc""","""def"""
6675,"""abc""","""def"""
6676,"""abc""","""def"""
6677,"""abc""","""def"""
6678,"""abc""","""def"""
6686,"""abc""","""def"""
6687,"""abc""","""def"""
6688,"""abc""","""def"""
6689,"""abc""","""def"""
6690,"""abc""","""def"""
6691,"""abc""","""def"""
6692,"""abc""","""def"""
6777,"""abc""","""def"""
6778,"""abc""","""def"""
6779,"""abc""","""def"""
6780,"""abc""","""def"""
6781,"""abc""","""def"""
6782,"""abc""","""def"""
6783,"""abc""","""def"""
6791,"""abc""","""def"""
6792,"""abc""","""def"""
6793,"""abc""","""def"""
6794,"""abc""","""def"""
6795,"""abc""","""def"""
6796,"""abc""","""def"""
6797,"""abc""","""def"""
6833,"""abc""","""def"""
6834,"""abc""","""def"""
6835,"""abc""","""def"""
6836,"""abc""","""def"""
6837,"""abc""","""def"""
6838,"""abc""","""def"""
6839,"""abc""","""def"""
6875,"""abc""","""def"""
6876,"""abc""","""def"""
6877,"""abc""","""def"""
6878,"""abc""","""def"""
6879,"""abc""","""def"""
6880,"""abc""","""def"""
6881,"""abc""","""def"""
6959,"""abc""","""def"""
6960,"""abc""","""def"""
6961,"""abc""","""def"""
6962,"""abc""","""def"""
6963,"""abc""","""def"""
6964,"""abc""","""def"""
6965,"""abc""","""def"""
7057,"""abc""","""def"""
7058,"""abc""","""def"""
7059,"""abc""","""def"""
7060,"""abc""","""def"""
7061,"""abc""","""def"""
7062,"""abc""","""def"""
7063,"""abc""","""def"""
7078,"""abc""","""def"""
7079,"""abc""","""def"""
7080,"""abc""","""def"""
7081,"""abc""","""def"""
7082,"""abc""","""def"""
7083,"""abc""","""def"""
7084,"""abc""","""def"""
7092,"""abc""","""def"""
7093,"""abc""","""def"""
7094,"""abc""","""def"""
7095,"""abc""","""def"""
7096,"""abc""","""def"""
7097,"""abc""","""def"""
7098,"""abc""","""def"""
7148,"""abc""","""def"""
7149,"""abc""","""def"""
7150,"""abc""","""def"""
7151,"""abc""","""def"""
7152,"""abc""","""def"""
7153,"""abc""","""def"""
7154,"""abc""","""def"""
7162,"""abc""","""def"""
7163,"""abc""","""def"""
7164,"""abc""","""def"""
7165,"""abc""","""def"""
7166,"""abc""","""def"""
7167,"""abc""","""def"""
7168,"""abc""","""def"""
7260,"""abc""","""def"""
7261,"""abc""","""def"""
7262,"""abc""","""def"""
7263,"""abc""","""def"""
7264,"""abc""","""def"""
7265,"""abc""","""def"""
7266,"""abc""","""def"""
7274,"""abc""","""def"""
7275,"""abc""","""def"""
7276,"""abc""","""def"""
7277,"""abc""","""def"""
7278,"""abc""","""def"""
7279,"""abc""","""def"""
7280,"""abc""","""def"""
7281,"""abc""","""def"""
7282,"""abc""","""def"""
7283,"""abc""","""def"""
7284,"""abc""","""def"""
7285,"""abc""","""def"""
7286,"""abc""","""def"""
7287,"""abc""","""def"""
7288,"""abc""","""def"""
7289,"""abc""","""def"""
7290,"""abc""","""def"""
7291,"""abc""","""def"""
7292,"""abc""","""def"""
7293,"""abc""","""def"""
7294,"""abc""","""def"""
7309,"""abc""","""def"""
7310,"""abc""","""def"""
7311,"""abc""","""def"""
7312,"""abc""","""def"""
7313,"""abc""","""def"""
7314,"""abc""","""def"""
7315,"""abc""","""def"""
7351,"""abc""","""def"""
7352,"""abc""","""def"""
7353,"""abc""","""def"""
7354,"""abc""","""def"""
7355,"""abc""","""def"""
7356,"""abc""","""def"""
7357,"""abc""","""def"""
7435,"""abc""","""def"""
7436,"""abc""","""def"""
7437,"""abc""","""def"""
7438,"""abc""","""def"""
7439,"""abc""","""def"""
7440,"""abc""","""def"""
7441,"""abc""","""def"""
7463,"""abc""","""def"""
7464,"""abc""","""def"""
7465,"""abc""","""def"""
7466,"""abc""","""def"""
7467,"""abc""","""def"""
7468,"""abc""","""def"""
7469,"""abc""","""def"""
7582,"""abc""","""def"""
7583,"""abc""","""def"""
7584,"""abc""","""def"""
7585,"""abc""","""def"""
7586,"""abc""","""def"""
7587,"""abc""","""def"""
7588,"""abc""","""def"""
7603,"""abc""","""def"""
7604,"""abc""","""def"""
7605,"""abc""","""def"""
7606,"""abc""","""def"""
7607,"""abc""","""def"""
7608,"""abc""","""def"""
7609,"""abc""","""def"""
7652,"""abc""","""def"""
7653,"""abc""","""def"""
7654,"""abc""","""def"""
7655,"""abc""","""def"""
7656,"""abc""","""def"""
7657,"""abc""","""def"""
7658,"""abc""","""def"""
7666,"""abc""","""def"""
7667,"""abc""","""def"""
7668,"""abc""","""def"""
7669,"""abc""","""def"""
7670,"""abc""","""def"""
7671,"""abc""","""def"""
7672,"""abc""","""def"""
7680,"""abc""","""def"""
7681,"""abc""","""def"""
7682,"""abc""","""def"""
7683,"""abc""","""def"""
7684,"""abc""","""def"""
7685,"""abc""","""def"""
7686,"""abc""","""def"""
7743,"""abc""","""def"""
7744,"""abc""","""def"""
7745,"""abc""","""def"""
7746,"""abc""","""def"""
7747,"""abc""","""def"""
7748,"""abc""","""def"""
7749,"""abc""","""def"""
7757,"""abc""","""def"""
7758,"""abc""","""def"""
7759,"""abc""","""def"""
7760,"""abc""","""def"""
7761,"""abc""","""def"""
7762,"""abc""","""def"""
7763,"""abc""","""def"""
7771,"""abc""","""def"""
7772,"""abc""","""def"""
7773,"""abc""","""def"""
7774,"""abc""","""def"""
7775,"""abc""","""def"""
7776,"""abc""","""def"""
7777,"""abc""","""def"""
7778,"""abc""","""def"""
7779,"""abc""","""def"""
7780,"""abc""","""def"""
7781,"""abc""","""def"""
7782,"""abc""","""def"""
7783,"""abc""","""def"""
7784,"""abc""","""def"""
7813,"""abc""","""def"""
7814,"""abc""","""def"""
7815,"""abc""","""def"""
7816,"""abc""","""def"""
7817,"""abc""","""def"""
7818,"""abc""","""def"""
7819,"""abc""","""def"""
7876,"""abc""","""def"""
7877,"""abc""","""def"""
7878,"""abc""","""def"""
7879,"""abc""","""def"""
7880,"""abc""","""def"""
7881,"""abc""","""def"""
7882,"""abc""","""def"""
7911,"""abc""","""def"""
7912,"""abc""","""def"""
7913,"""abc""","""def"""
7914,"""abc""","""def"""
7915,"""abc""","""def"""
7916,"""abc""","""def"""
7917,"""abc""","""def"""
7939,"""abc""","""def"""
7940,"""abc""","""def"""
7941,"""abc""","""def"""
7942,"""abc""","""def"""
7943,"""abc""","""def"""
7944,"""abc""","""def"""
7945,"""abc""","""def"""
7960,"""abc""","""def"""
7961,"""abc""","""def"""
7962,"""abc""","""def"""
7963,"""abc""","""def"""
7964,"""abc""","""def"""
7965,"""abc""","""def"""
7966,"""abc""","""def"""
7974,"""abc""","""def"""
7975,"""abc""","""def"""
7976,"""abc""","""def"""
7977,"""abc""","""def"""
7978,"""abc""","""def"""
7979,"""abc""","""def"""
7980,"""abc""","""def"""
7988,"""abc""","""def"""
7989,"""abc""","""def"""
7990,"""abc""","""def"""
7991,"""abc""","""def"""
7992,"""abc""","""def"""
7993,"""abc""","""def"""
7994,"""abc""","""def"""
8002,"""abc""","""def"""
8003,"""abc""","""def"""
8004,"""abc""","""def"""
8005,"""abc""","""def"""
8006,"""abc""","""def"""
8007,"""abc""","""def"""
8008,"""abc""","""def"""
8058,"""abc""","""def"""
8059,"""abc""","""def"""
8060,"""abc""","""def"""
8061,"""abc""","""def"""
8062,"""abc""","""def"""
8063,"""abc""","""def"""
8064,"""abc""","""def"""
8107,"""abc""","""def"""
8108,"""abc""","""def"""
8109,"""abc""","""def"""
8110,"""abc""","""def"""
8111,"""abc""","""def"""
8112,"""abc""","""def"""
8113,"""abc""","""def"""
8128,"""abc""","""def"""
8129,"""abc""","""def"""
8130,"""abc""","""def"""
8131,"""abc""","""def"""
8132,"""abc""","""def"""
8133,"""abc""","""def"""
8134,"""abc""","""def"""
8156,"""abc""","""def"""
8157,"""abc""","""def"""
8158,"""abc""","""def"""
8159,"""abc""","""def"""
8160,"""abc""","""def"""
8161,"""abc""","""def"""
8162,"""abc""","""def"""
8184,"""abc""","""def"""
8185,"""abc""","""def"""
8186,"""abc""","""def"""
8187,"""abc""","""def"""
8188,"""abc""","""def"""
8189,"""abc""","""def"""
8190,"""abc""","""def"""
8310,"""abc""","""def"""
8311,"""abc""","""def"""
8312,"""abc""","""def"""
8313,"""abc""","""def"""
8314,"""abc""","""def"""
8315,"""abc""","""def"""
8316,"""abc""","""def"""
8324,"""abc""","""def"""
8325,"""abc""","""def"""
8326,"""abc""","""def"""
8327,"""abc""","""def"""
8328,"""abc""","""def"""
8329,"""abc""","""def"""
8330,"""abc""","""def"""
8352,"""abc""","""def"""
8353,"""abc""","""def"""
8354,"""abc""","""def"""
8355,"""abc""","""def"""
8356,"""abc""","""def"""
8357,"""abc""","""def"""
8358,"""abc""","""def"""
8359,"""abc""","""def"""
8360,"""abc""","""def"""
8361,"""abc""","""def"""
8362,"""abc""","""def"""
8363,"""abc""","""def"""
8364,"""abc""","""def"""
8365,"""abc""","""def"""
8394,"""abc""","""def"""
8395,"""abc""","""def"""
8396,"""abc""","""def"""
8397,"""abc""","""def"""
8398,"""abc""","""def"""
8399,"""abc""","""def"""
8400,"""abc""","""def"""
8436,"""abc""","""def"""
8437,"""abc""","""def"""
8438,"""abc""","""def"""
8439,"""abc""","""def"""
8440,"""abc""","""def"""
8441,"""abc""","""def"""
8442,"""abc""","""def"""
8485,"""abc""","""def"""
8486,"""abc""","""def"""
8487,"""abc""","""def"""
8488,"""abc""","""def"""
8489,"""abc""","""def"""
8490,"""abc""","""def"""
8491,"""abc""","""def"""
8499,"""abc""","""def"""
8500,"""abc""","""def"""
8501,"""abc""","""def"""
8502,"""abc""","""def"""
8503,"""abc""","""def"""
8504,"""abc""","""def"""
8505,"""abc""","""def"""
8506,"""abc""","""def"""
8507,"""abc""","""def"""
8508,"""abc""","""def"""
8509,"""abc""","""def"""
8510,"""abc""","""def"""
8511,"""abc""","""def"""
8512,"""abc""","""def"""
8604,"""abc""","""def"""
8605,"""abc""","""def"""
8606,"""abc""","""def"""
8607,"""abc""","""def"""
8608,"""abc""","""def"""
8609,"""abc""","""def"""
8610,"""abc""","""def"""
8730,"""abc""","""def"""
8731,"""abc""","""def"""
8732,"""abc""","""def"""
8733,"""abc""","""def"""
8734,"""abc""","""def"""
8735,"""abc""","""def"""
8736,"""abc""","""def"""
8758,"""abc""","""def"""
8759,"""abc""","""def"""
8760,"""abc""","""def"""
8761,"""abc""","""def"""
8762,"""abc""","""def"""
8763,"""abc""","""def"""
8764,"""abc""","""def"""
8793,"""abc""","""def"""
8794,"""abc""","""def"""
8795,"""abc""","""def"""
8796,"""abc""","""def"""
8797,"""abc""","""def"""
8798,"""abc""","""def"""
8799,"""abc""","""def"""
8821,"""abc""","""def"""
8822,"""abc""","""def"""
8823,"""abc""","""def"""
8824,"""abc""","""def"""
8825,"""abc""","""def"""
8826,"""abc""","""def"""
8827,"""abc""","""def"""
8877,"""abc""","""def"""
8878,"""abc""","""def"""
8879,"""abc""","""def"""
8880,"""abc""","""def"""
8881,"""abc""","""def"""
8882,"""abc""","""def"""
8883,"""abc""","""def"""
8912,"""abc""","""def"""
8913,"""abc""","""def"""
8914,"""abc""","""def"""
8915,"""abc""","""def"""
8916,"""abc""","""def"""
8917,"""abc""","""def"""
8918,"""abc""","""def"""
9017,"""abc""","""def"""
9018,"""abc""","""def"""
9019,"""abc""","""def"""
9020,"""abc""","""def"""
9021,"""abc""","""def"""
9022,"""abc""","""def"""
9023,"""abc""","""def"""
9129,"""abc""","""def"""
9130,"""abc""","""def"""
9131,"""abc""","""def"""
9132,"""abc""","""def"""
9133,"""abc""","""def"""
9134,"""abc""","""def"""
9135,"""abc""","""def"""
9136,"""abc""","""def"""
9137,"""abc""","""def"""
9138,"""abc""","""def"""
9139,"""abc""","""def"""
9140,"""abc""","""def"""
9141,"""abc""","""def"""
9142,"""abc""","""def"""
9164,"""abc""","""def"""
9165,"""abc""","""def"""
9166,"""abc""","""def"""
9167,"""abc""","""def"""
9168,"""abc""","""def"""
9169,"""abc""","""def"""
9170,"""abc""","""def"""
9227,"""abc""","""def"""
9228,"""abc""","""def"""
9229,"""abc""","""def"""
9230,"""abc""","""def"""
9231,"""abc""","""def"""
9232,"""abc""","""def"""
9233,"""abc""","""def"""
9290,"""abc""","""def"""
9291,"""abc""","""def"""
9292,"""abc""","""def"""
9293,"""abc""","""def"""
9294,"""abc""","""def"""
9295,"""abc""","""def"""
9296,"""abc""","""def"""
9311,"""abc""","""def"""
9312,"""abc""","""def"""
9313,"""abc""","""def"""
9314,"""abc""","""def"""
9315,"""abc""","""def"""
9316,"""abc""","""def"""
9317,"""abc""","""def"""
9325,"""abc""","""def"""
9326,"""abc""","""def"""
9327,"""abc""","""def"""
9328,"""abc""","""def"""
9329,"""abc""","""def"""
9330,"""abc""","""def"""
9331,"""abc""","""def"""
9402,"""abc""","""def"""
9403,"""abc""","""def"""
9404,"""abc""","""def"""
9405,"""abc""","""def"""
9406,"""abc""","""def"""
9407,"""abc""","""def"""
9408,"""abc""","""def"""
9437,"""abc""","""def"""
9438,"""abc""","""def"""
9439,"""abc""","""def"""
9440,"""abc""","""def"""
9441,"""abc""","""def"""
9442,"""abc""","""def"""
9443,"""abc""","""def"""
9458,"""abc""","""def"""
9459,"""abc""","""def"""
9460,"""abc""","""def"""
9461,"""abc""","""def"""
9462,"""abc""","""def"""
9463,"""abc""","""def"""
9464,"""abc""","""def"""
9465,"""abc""","""def"""
9466,"""abc""","""def"""
9467,"""abc""","""def"""
9468,"""abc""","""def"""
9469,"""abc""","""def"""
9470,"""abc""","""def"""
9471,"""abc""","""def"""
9472,"""abc""","""def"""
9473,"""abc""","""def"""
9474,"""abc""","""def"""
9475,"""abc""","""def"""
9476,"""abc""","""def"""
9477,"""abc""","""def"""
9478,"""abc""","""def"""
9493,"""abc""","""def"""
9494,"""abc""","""def"""
9495,"""abc""","""def"""
9496,"""abc""","""def"""
9497,"""abc""","""def"""
9498,"""abc""","""def"""
9499,"""abc""","""def"""
9507,"""abc""","""def"""
9508,"""abc""","""def"""
9509,"""abc""","""def"""
9510,"""abc""","""def"""
9511,"""abc""","""def"""
9512,"""abc""","""def"""
9513,"""abc""","""def"""
9647,"""abc""","""def"""
9648,"""abc""","""def"""
9649,"""abc""","""def"""
9650,"""abc""","""def"""
9651,"""abc""","""def"""
9652,"""abc""","""def"""
9653,"""abc""","""def"""
9689,"""abc""","""def"""
9690,"""abc""","""def"""
9691,"""abc""","""def"""
9692,"""abc""","""def"""
9693,"""abc""","""def"""
9694,"""abc""","""def"""
9695,"""abc""","""def"""
9703,"""abc""","""def"""
9704,"""abc""","""def"""
9705,"""abc""","""def"""
9706,"""abc""","""def"""
9707,"""abc""","""def"""
9708,"""abc""","""def"""
9709,"""abc""","""def"""
9717,"""abc""","""def"""
9718,"""abc""","""def"""
9719,"""abc""","""def"""
9720,"""abc""","""def"""
9721,"""abc""","""def"""
9722,"""abc""","""def"""
9723,"""abc""","""def"""
9738,"""abc""","""def"""
9739,"""abc""","""def"""
9740,"""abc""","""def"""
9741,"""abc""","""def"""
9742,"""abc""","""def"""
9743,"""abc""","""def"""
9744,"""abc""","""def"""
9766,"""abc""","""def"""
9767,"""abc""","""def"""
9768,"""abc""","""def"""
9769,"""abc""","""def"""
9770,"""abc""","""def"""
9771,"""abc""","""def"""
9772,"""abc""","""def"""
9815,"""abc""","""def"""
9816,"""abc""","""def"""
9817,"""abc""","""def"""
9818,"""abc""","""def"""
9819,"""abc""","""def"""
9820,"""abc""","""def"""
9821,"""abc""","""def"""
9850,"""abc""","""def"""
9851,"""abc""","""def"""
9852,"""abc""","""def"""
9853,"""abc""","""def"""
9854,"""abc""","""def"""
9855,"""abc""","""def"""
9856,"""abc""","""def"""
